model_family,gate_type,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
LSPIN,lspin_tf,0.0015,0.05,2,3,0.6702151450213792,3.5440088757396446,0.5522388059701493,2.8735207100591715,0.4054054054054054
LSPIN,lspin_tf,0.0015,0.05,2,4,0.8159878067630693,4.214497041420118,0.7333333333333333,2.6819526627218933,0.3684210526315789
LSPIN,lspin_tf,0.0015,0.05,2,5,0.7489086496687622,3.735576923076923,0.6,2.3946005917159763,0.3164556962025316
LSPIN,lspin_tf,0.0015,0.05,2,6,0.9269063348537966,4.214497041420118,0.7333333333333333,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,0.0015,0.05,2,7,0.7418010063983882,4.214497041420118,0.7333333333333333,2.7777366863905324,0.3866666666666666
LSPIN,lspin_tf,0.0015,0.05,2,8,0.8741550906606231,3.735576923076923,0.6,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,0.0015,0.05,2,9,0.6481065461181049,3.927144970414201,0.6507936507936508,2.298816568047337,0.3
LSPIN,lspin_tf,0.0015,0.05,3,4,0.8162022845001251,3.831360946745562,0.625,3.256656804733728,0.4857142857142857
LSPIN,lspin_tf,0.0015,0.05,3,5,0.7568027615548066,3.256656804733728,0.4857142857142857,2.586168639053254,0.3506493506493506
LSPIN,lspin_tf,0.0015,0.05,3,6,0.7053921509419298,3.831360946745562,0.625,2.586168639053254,0.3506493506493506
LSPIN,lspin_tf,0.0015,0.05,3,7,0.8813517281995679,3.831360946745562,0.625,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,0.0015,0.05,3,8,0.745947137906864,3.5440088757396446,0.5522388059701493,2.8735207100591715,0.4054054054054054
LSPIN,lspin_tf,0.0015,0.05,3,9,0.8446388177984786,3.831360946745562,0.625,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,0.0015,0.05,4,5,0.7555373120847735,3.448224852071006,0.5294117647058824,2.7777366863905324,0.3866666666666666
LSPIN,lspin_tf,0.0015,0.05,4,6,0.8420129549101613,4.214497041420118,0.7333333333333333,2.6819526627218933,0.3684210526315789
LSPIN,lspin_tf,0.0015,0.05,4,7,0.8503193913501453,3.927144970414201,0.6507936507936508,3.256656804733728,0.4857142857142857
LSPIN,lspin_tf,0.0015,0.05,4,8,0.7930376189251629,3.5440088757396446,0.5522388059701493,2.8735207100591715,0.4054054054054054
LSPIN,lspin_tf,0.0015,0.05,4,9,0.8105214080567456,3.831360946745562,0.625,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,0.0015,0.05,5,6,0.8035995706235992,3.927144970414201,0.6507936507936508,2.9693047337278107,0.4246575342465753
LSPIN,lspin_tf,0.0015,0.05,5,7,0.8250895486545192,3.639792899408284,0.5757575757575758,2.7777366863905324,0.3866666666666666
LSPIN,lspin_tf,0.0015,0.05,5,8,0.8605067290194528,3.448224852071006,0.5294117647058824,3.256656804733728,0.4857142857142857
LSPIN,lspin_tf,0.0015,0.05,5,9,0.7665873005202282,3.352440828402367,0.5072463768115942,2.203032544378698,0.2839506172839506
LSPIN,lspin_tf,0.0015,0.05,6,7,0.7828221654716888,4.214497041420118,0.7333333333333333,2.586168639053254,0.3506493506493506
LSPIN,lspin_tf,0.0015,0.05,6,8,0.8923969430341879,3.639792899408284,0.5757575757575758,3.927144970414201,0.6507936507936508
LSPIN,lspin_tf,0.0015,0.05,6,9,0.652180446742595,3.927144970414201,0.6507936507936508,2.01146449704142,0.253012048192771
LSPIN,lspin_tf,0.0015,0.05,7,8,0.8002094664559679,3.735576923076923,0.6,2.7777366863905324,0.3866666666666666
LSPIN,lspin_tf,0.0015,0.05,7,9,0.8625436470050171,3.927144970414201,0.6507936507936508,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,0.0015,0.05,8,9,0.7369354420524319,3.352440828402367,0.5072463768115942,2.298816568047337,0.3
LSPIN,lspin_tf,0.001,0.05,0,1,0.6292463770202185,3.5440088757396446,0.5522388059701493,2.7777366863905324,0.3866666666666666
LSPIN,lspin_tf,0.001,0.05,0,2,0.8752667859946387,3.927144970414201,0.6507936507936508,2.6819526627218933,0.3684210526315789
LSPIN,lspin_tf,0.001,0.05,0,3,0.821833900967358,3.735576923076923,0.6,3.0650887573964494,0.4444444444444444
LSPIN,lspin_tf,0.001,0.05,0,4,0.815027028827141,3.831360946745562,0.625,2.9693047337278107,0.4246575342465753
LSPIN,lspin_tf,0.001,0.05,0,5,0.7927352200054145,3.1608727810650885,0.4647887323943662,3.256656804733728,0.4857142857142857
LSPIN,lspin_tf,0.001,0.05,0,6,0.8591156638377656,3.639792899408284,0.5757575757575758,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,0.001,0.05,0,7,0.8565102149672218,4.02292899408284,0.6774193548387096,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,0.001,0.05,0,8,0.7079024954597214,4.02292899408284,0.6774193548387096,2.6819526627218933,0.3684210526315789
LSPIN,lspin_tf,0.001,0.05,0,9,0.7039651511269805,3.0650887573964494,0.4444444444444444,3.0650887573964494,0.4444444444444444
LSPIN,lspin_tf,0.001,0.05,1,2,0.4608034985610202,3.831360946745562,0.625,1.915680473372781,0.238095238095238
LSPIN,lspin_tf,0.001,0.05,1,3,0.8818302129990628,3.735576923076923,0.6,3.735576923076923,0.6
LSPIN,lspin_tf,0.001,0.05,1,4,0.8499640014992031,3.831360946745562,0.625,2.7777366863905324,0.3866666666666666
LSPIN,lspin_tf,0.001,0.05,1,5,0.7349315282429432,3.256656804733728,0.4857142857142857,2.6819526627218933,0.3684210526315789
LSPIN,lspin_tf,0.001,0.05,1,6,0.8299196989985994,3.927144970414201,0.6507936507936508,3.1608727810650885,0.4647887323943662
LSPIN,lspin_tf,0.001,0.05,1,7,0.7567080766409923,3.831360946745562,0.625,3.448224852071006,0.5294117647058824
