histology,n_test,cindex,global_cfg_idx,model_family,predictor,lambda_sparse,lambda_sample_smooth,seed
infiltratingductalcarcinoma,220,0.6052373158756138,4,LSPIN,mlp,0.00875,0.0,40124
infiltratinglobularcarcinoma,60,0.5238095238095238,4,LSPIN,mlp,0.00875,0.0,40124
other,23,0.4324324324324324,4,LSPIN,mlp,0.00875,0.0,40124
infiltratingductalcarcinoma,220,0.6556464811783961,4,LSPIN,mlp,0.00875,0.0,40125
infiltratinglobularcarcinoma,60,0.5608465608465608,4,LSPIN,mlp,0.00875,0.0,40125
other,23,0.4594594594594595,4,LSPIN,mlp,0.00875,0.0,40125
infiltratingductalcarcinoma,220,0.6340425531914894,4,LSPIN,mlp,0.00875,0.0,40126
infiltratinglobularcarcinoma,60,0.5396825396825397,4,LSPIN,mlp,0.00875,0.0,40126
other,23,0.5405405405405406,4,LSPIN,mlp,0.00875,0.0,40126
infiltratingductalcarcinoma,220,0.6180032733224222,4,LSPIN,mlp,0.00875,0.0,40127
infiltratinglobularcarcinoma,60,0.5661375661375662,4,LSPIN,mlp,0.00875,0.0,40127
other,23,0.7297297297297297,4,LSPIN,mlp,0.00875,0.0,40127
infiltratingductalcarcinoma,220,0.6667757774140752,4,LSPIN,mlp,0.00875,0.0,40128
infiltratinglobularcarcinoma,60,0.5608465608465608,4,LSPIN,mlp,0.00875,0.0,40128
other,23,0.5135135135135135,4,LSPIN,mlp,0.00875,0.0,40128
infiltratingductalcarcinoma,220,0.6081833060556465,4,LSPIN,mlp,0.00875,0.0,40129
infiltratinglobularcarcinoma,60,0.5873015873015873,4,LSPIN,mlp,0.00875,0.0,40129
other,23,0.5675675675675675,4,LSPIN,mlp,0.00875,0.0,40129
infiltratingductalcarcinoma,220,0.662847790507365,4,LSPIN,mlp,0.00875,0.0,40130
infiltratinglobularcarcinoma,60,0.5291005291005291,4,LSPIN,mlp,0.00875,0.0,40130
other,23,0.5945945945945946,4,LSPIN,mlp,0.00875,0.0,40130
infiltratingductalcarcinoma,220,0.4707037643207856,8,LSPIN,mlp,0.028,0.0,80123
infiltratinglobularcarcinoma,60,0.6190476190476191,8,LSPIN,mlp,0.028,0.0,80123
other,23,0.3513513513513513,8,LSPIN,mlp,0.028,0.0,80123
infiltratingductalcarcinoma,220,0.4942716857610474,8,LSPIN,mlp,0.028,0.0,80124
infiltratinglobularcarcinoma,60,0.3068783068783068,8,LSPIN,mlp,0.028,0.0,80124
other,23,0.5135135135135135,8,LSPIN,mlp,0.028,0.0,80124
infiltratingductalcarcinoma,220,0.509328968903437,8,LSPIN,mlp,0.028,0.0,80125
infiltratinglobularcarcinoma,60,0.4021164021164021,8,LSPIN,mlp,0.028,0.0,80125
other,23,0.4324324324324324,8,LSPIN,mlp,0.028,0.0,80125
infiltratingductalcarcinoma,220,0.6448445171849427,8,LSPIN,mlp,0.028,0.0,80126
infiltratinglobularcarcinoma,60,0.6296296296296297,8,LSPIN,mlp,0.028,0.0,80126
other,23,0.4864864864864865,8,LSPIN,mlp,0.028,0.0,80126
infiltratingductalcarcinoma,220,0.5963993453355155,8,LSPIN,mlp,0.028,0.0,80127
infiltratinglobularcarcinoma,60,0.5238095238095238,8,LSPIN,mlp,0.028,0.0,80127
other,23,0.5675675675675675,8,LSPIN,mlp,0.028,0.0,80127
infiltratingductalcarcinoma,220,0.5990180032733224,8,LSPIN,mlp,0.028,0.0,80128
infiltratinglobularcarcinoma,60,0.4391534391534391,8,LSPIN,mlp,0.028,0.0,80128
other,23,0.4864864864864865,8,LSPIN,mlp,0.028,0.0,80128
infiltratingductalcarcinoma,220,0.5643207855973813,8,LSPIN,mlp,0.028,0.0,80129
infiltratinglobularcarcinoma,60,0.5238095238095238,8,LSPIN,mlp,0.028,0.0,80129
other,23,0.2702702702702703,8,LSPIN,mlp,0.028,0.0,80129
infiltratingductalcarcinoma,220,0.5564648117839607,8,LSPIN,mlp,0.028,0.0,80130
infiltratinglobularcarcinoma,60,0.5132275132275133,8,LSPIN,mlp,0.028,0.0,80130
other,23,0.5405405405405406,8,LSPIN,mlp,0.028,0.0,80130
infiltratingductalcarcinoma,220,0.6075286415711948,12,LSPIN,mlp,0.00875,0.1,120123
infiltratinglobularcarcinoma,60,0.6878306878306878,12,LSPIN,mlp,0.00875,0.1,120123
other,23,0.6216216216216216,12,LSPIN,mlp,0.00875,0.1,120123
infiltratingductalcarcinoma,220,0.5577741407528641,12,LSPIN,mlp,0.00875,0.1,120124
infiltratinglobularcarcinoma,60,0.492063492063492,12,LSPIN,mlp,0.00875,0.1,120124
other,23,0.5135135135135135,12,LSPIN,mlp,0.00875,0.1,120124
infiltratingductalcarcinoma,220,0.5666121112929624,12,LSPIN,mlp,0.00875,0.1,120125
infiltratinglobularcarcinoma,60,0.544973544973545,12,LSPIN,mlp,0.00875,0.1,120125
other,23,0.5675675675675675,12,LSPIN,mlp,0.00875,0.1,120125
infiltratingductalcarcinoma,220,0.6225859247135843,12,LSPIN,mlp,0.00875,0.1,120126
infiltratinglobularcarcinoma,60,0.544973544973545,12,LSPIN,mlp,0.00875,0.1,120126
other,23,0.5945945945945946,12,LSPIN,mlp,0.00875,0.1,120126
infiltratingductalcarcinoma,220,0.6710310965630114,12,LSPIN,mlp,0.00875,0.1,120127
infiltratinglobularcarcinoma,60,0.6243386243386243,12,LSPIN,mlp,0.00875,0.1,120127
other,23,0.4864864864864865,12,LSPIN,mlp,0.00875,0.1,120127
infiltratingductalcarcinoma,220,0.5492635024549918,12,LSPIN,mlp,0.00875,0.1,120128
infiltratinglobularcarcinoma,60,0.5238095238095238,12,LSPIN,mlp,0.00875,0.1,120128
other,23,0.3513513513513513,12,LSPIN,mlp,0.00875,0.1,120128
infiltratingductalcarcinoma,220,0.5777414075286416,12,LSPIN,mlp,0.00875,0.1,120129
infiltratinglobularcarcinoma,60,0.5132275132275133,12,LSPIN,mlp,0.00875,0.1,120129
other,23,0.5135135135135135,12,LSPIN,mlp,0.00875,0.1,120129
infiltratingductalcarcinoma,220,0.6648117839607202,12,LSPIN,mlp,0.00875,0.1,120130
infiltratinglobularcarcinoma,60,0.5026455026455027,12,LSPIN,mlp,0.00875,0.1,120130
other,23,0.8648648648648649,12,LSPIN,mlp,0.00875,0.1,120130
infiltratingductalcarcinoma,220,0.6330605564648117,16,LSPIN,mlp,0.028,0.1,160123
infiltratinglobularcarcinoma,60,0.5238095238095238,16,LSPIN,mlp,0.028,0.1,160123
other,23,0.5405405405405406,16,LSPIN,mlp,0.028,0.1,160123
infiltratingductalcarcinoma,220,0.6265139116202946,16,LSPIN,mlp,0.028,0.1,160124
infiltratinglobularcarcinoma,60,0.6190476190476191,16,LSPIN,mlp,0.028,0.1,160124
other,23,0.4324324324324324,16,LSPIN,mlp,0.028,0.1,160124
infiltratingductalcarcinoma,220,0.6160392798690671,16,LSPIN,mlp,0.028,0.1,160125
infiltratinglobularcarcinoma,60,0.5238095238095238,16,LSPIN,mlp,0.028,0.1,160125
other,23,0.5135135135135135,16,LSPIN,mlp,0.028,0.1,160125
infiltratingductalcarcinoma,220,0.6088379705400983,16,LSPIN,mlp,0.028,0.1,160126
infiltratinglobularcarcinoma,60,0.6455026455026455,16,LSPIN,mlp,0.028,0.1,160126
other,23,0.5135135135135135,16,LSPIN,mlp,0.028,0.1,160126
infiltratingductalcarcinoma,220,0.618657937806874,16,LSPIN,mlp,0.028,0.1,160127
infiltratinglobularcarcinoma,60,0.5185185185185185,16,LSPIN,mlp,0.028,0.1,160127
other,23,0.5135135135135135,16,LSPIN,mlp,0.028,0.1,160127
infiltratingductalcarcinoma,220,0.6579378068739771,16,LSPIN,mlp,0.028,0.1,160128
infiltratinglobularcarcinoma,60,0.455026455026455,16,LSPIN,mlp,0.028,0.1,160128
other,23,0.5675675675675675,16,LSPIN,mlp,0.028,0.1,160128
infiltratingductalcarcinoma,220,0.564975450081833,16,LSPIN,mlp,0.028,0.1,160129
infiltratinglobularcarcinoma,60,0.3544973544973545,16,LSPIN,mlp,0.028,0.1,160129
other,23,0.4594594594594595,16,LSPIN,mlp,0.028,0.1,160129
infiltratingductalcarcinoma,220,0.639607201309329,16,LSPIN,mlp,0.028,0.1,160130
infiltratinglobularcarcinoma,60,0.5238095238095238,16,LSPIN,mlp,0.028,0.1,160130
other,23,0.5135135135135135,16,LSPIN,mlp,0.028,0.1,160130
infiltratingductalcarcinoma,220,0.6432078559738135,20,LSPIN,mlp,0.00875,0.2,200123
infiltratinglobularcarcinoma,60,0.6931216931216931,20,LSPIN,mlp,0.00875,0.2,200123
other,23,0.5675675675675675,20,LSPIN,mlp,0.00875,0.2,200123
infiltratingductalcarcinoma,220,0.5545008183306056,20,LSPIN,mlp,0.00875,0.2,200124
infiltratinglobularcarcinoma,60,0.544973544973545,20,LSPIN,mlp,0.00875,0.2,200124
other,23,0.5945945945945946,20,LSPIN,mlp,0.00875,0.2,200124
infiltratingductalcarcinoma,220,0.6576104746317513,20,LSPIN,mlp,0.00875,0.2,200125
infiltratinglobularcarcinoma,60,0.4814814814814814,20,LSPIN,mlp,0.00875,0.2,200125
other,23,0.7297297297297297,20,LSPIN,mlp,0.00875,0.2,200125
infiltratingductalcarcinoma,220,0.5783960720130933,20,LSPIN,mlp,0.00875,0.2,200126
infiltratinglobularcarcinoma,60,0.544973544973545,20,LSPIN,mlp,0.00875,0.2,200126
other,23,0.5675675675675675,20,LSPIN,mlp,0.00875,0.2,200126
infiltratingductalcarcinoma,220,0.616366612111293,20,LSPIN,mlp,0.00875,0.2,200127
infiltratinglobularcarcinoma,60,0.5238095238095238,20,LSPIN,mlp,0.00875,0.2,200127
other,23,0.4054054054054054,20,LSPIN,mlp,0.00875,0.2,200127
infiltratingductalcarcinoma,220,0.593126022913257,20,LSPIN,mlp,0.00875,0.2,200128
infiltratinglobularcarcinoma,60,0.4708994708994709,20,LSPIN,mlp,0.00875,0.2,200128
other,23,0.4864864864864865,20,LSPIN,mlp,0.00875,0.2,200128
infiltratingductalcarcinoma,220,0.6199672667757774,20,LSPIN,mlp,0.00875,0.2,200129
infiltratinglobularcarcinoma,60,0.6772486772486772,20,LSPIN,mlp,0.00875,0.2,200129
other,23,0.6486486486486487,20,LSPIN,mlp,0.00875,0.2,200129
infiltratingductalcarcinoma,220,0.5941080196399345,20,LSPIN,mlp,0.00875,0.2,200130
infiltratinglobularcarcinoma,60,0.5555555555555556,20,LSPIN,mlp,0.00875,0.2,200130
other,23,0.4324324324324324,20,LSPIN,mlp,0.00875,0.2,200130
infiltratingductalcarcinoma,220,0.6150572831423895,24,LSPIN,mlp,0.028,0.2,240123
infiltratinglobularcarcinoma,60,0.6349206349206349,24,LSPIN,mlp,0.028,0.2,240123
other,23,0.5405405405405406,24,LSPIN,mlp,0.028,0.2,240123
infiltratingductalcarcinoma,220,0.6500818330605564,24,LSPIN,mlp,0.028,0.2,240124
infiltratinglobularcarcinoma,60,0.4444444444444444,24,LSPIN,mlp,0.028,0.2,240124
other,23,0.4054054054054054,24,LSPIN,mlp,0.028,0.2,240124
infiltratingductalcarcinoma,220,0.6242225859247136,24,LSPIN,mlp,0.028,0.2,240125
infiltratinglobularcarcinoma,60,0.544973544973545,24,LSPIN,mlp,0.028,0.2,240125
other,23,0.5405405405405406,24,LSPIN,mlp,0.028,0.2,240125
infiltratingductalcarcinoma,220,0.6376432078559738,24,LSPIN,mlp,0.028,0.2,240126
infiltratinglobularcarcinoma,60,0.6666666666666666,24,LSPIN,mlp,0.028,0.2,240126
other,23,0.4054054054054054,24,LSPIN,mlp,0.028,0.2,240126
infiltratingductalcarcinoma,220,0.5901800327332242,24,LSPIN,mlp,0.028,0.2,240127
infiltratinglobularcarcinoma,60,0.5978835978835979,24,LSPIN,mlp,0.028,0.2,240127
other,23,0.6216216216216216,24,LSPIN,mlp,0.028,0.2,240127
infiltratingductalcarcinoma,220,0.6261865793780688,24,LSPIN,mlp,0.028,0.2,240128
infiltratinglobularcarcinoma,60,0.6349206349206349,24,LSPIN,mlp,0.028,0.2,240128
other,23,0.7567567567567568,24,LSPIN,mlp,0.028,0.2,240128
infiltratingductalcarcinoma,220,0.5747954173486088,24,LSPIN,mlp,0.028,0.2,240129
infiltratinglobularcarcinoma,60,0.2486772486772486,24,LSPIN,mlp,0.028,0.2,240129
other,23,0.5135135135135135,24,LSPIN,mlp,0.028,0.2,240129
infiltratingductalcarcinoma,220,0.5469721767594108,24,LSPIN,mlp,0.028,0.2,240130
infiltratinglobularcarcinoma,60,0.4074074074074074,24,LSPIN,mlp,0.028,0.2,240130
other,23,0.5675675675675675,24,LSPIN,mlp,0.028,0.2,240130
infiltratingductalcarcinoma,220,0.6271685761047463,28,LSPIN,mlp,0.00875,0.4,280123
infiltratinglobularcarcinoma,60,0.6084656084656085,28,LSPIN,mlp,0.00875,0.4,280123
other,23,0.4324324324324324,28,LSPIN,mlp,0.00875,0.4,280123
infiltratingductalcarcinoma,220,0.5420621931260229,28,LSPIN,mlp,0.00875,0.4,280124
infiltratinglobularcarcinoma,60,0.5555555555555556,28,LSPIN,mlp,0.00875,0.4,280124
other,23,0.5135135135135135,28,LSPIN,mlp,0.00875,0.4,280124
infiltratingductalcarcinoma,220,0.5525368248772504,28,LSPIN,mlp,0.00875,0.4,280125
infiltratinglobularcarcinoma,60,0.5026455026455027,28,LSPIN,mlp,0.00875,0.4,280125
other,23,0.5945945945945946,28,LSPIN,mlp,0.00875,0.4,280125
infiltratingductalcarcinoma,220,0.6196399345335516,28,LSPIN,mlp,0.00875,0.4,280126
infiltratinglobularcarcinoma,60,0.6349206349206349,28,LSPIN,mlp,0.00875,0.4,280126
other,23,0.5135135135135135,28,LSPIN,mlp,0.00875,0.4,280126
infiltratingductalcarcinoma,220,0.611783960720131,28,LSPIN,mlp,0.00875,0.4,280127
infiltratinglobularcarcinoma,60,0.4814814814814814,28,LSPIN,mlp,0.00875,0.4,280127
other,23,0.5675675675675675,28,LSPIN,mlp,0.00875,0.4,280127
infiltratingductalcarcinoma,220,0.6454991816693945,28,LSPIN,mlp,0.00875,0.4,280128
infiltratinglobularcarcinoma,60,0.4338624338624338,28,LSPIN,mlp,0.00875,0.4,280128
other,23,0.5945945945945946,28,LSPIN,mlp,0.00875,0.4,280128
infiltratingductalcarcinoma,220,0.595417348608838,28,LSPIN,mlp,0.00875,0.4,280129
infiltratinglobularcarcinoma,60,0.6507936507936508,28,LSPIN,mlp,0.00875,0.4,280129
other,23,0.6216216216216216,28,LSPIN,mlp,0.00875,0.4,280129
infiltratingductalcarcinoma,220,0.6405891980360066,28,LSPIN,mlp,0.00875,0.4,280130
infiltratinglobularcarcinoma,60,0.5079365079365079,28,LSPIN,mlp,0.00875,0.4,280130
other,23,0.5405405405405406,28,LSPIN,mlp,0.00875,0.4,280130
infiltratingductalcarcinoma,220,0.574468085106383,32,LSPIN,mlp,0.028,0.4,320123
infiltratinglobularcarcinoma,60,0.5185185185185185,32,LSPIN,mlp,0.028,0.4,320123
other,23,0.4594594594594595,32,LSPIN,mlp,0.028,0.4,320123
infiltratingductalcarcinoma,220,0.4769230769230769,32,LSPIN,mlp,0.028,0.4,320124
infiltratinglobularcarcinoma,60,0.4973544973544973,32,LSPIN,mlp,0.028,0.4,320124
other,23,0.4324324324324324,32,LSPIN,mlp,0.028,0.4,320124
infiltratingductalcarcinoma,220,0.6094926350245499,32,LSPIN,mlp,0.028,0.4,320125
infiltratinglobularcarcinoma,60,0.6402116402116402,32,LSPIN,mlp,0.028,0.4,320125
other,23,0.6756756756756757,32,LSPIN,mlp,0.028,0.4,320125
infiltratingductalcarcinoma,220,0.5155482815057283,32,LSPIN,mlp,0.028,0.4,320126
infiltratinglobularcarcinoma,60,0.4338624338624338,32,LSPIN,mlp,0.028,0.4,320126
other,23,0.5675675675675675,32,LSPIN,mlp,0.028,0.4,320126
infiltratingductalcarcinoma,220,0.6045826513911621,32,LSPIN,mlp,0.028,0.4,320127
infiltratinglobularcarcinoma,60,0.4973544973544973,32,LSPIN,mlp,0.028,0.4,320127
other,23,0.2972972972972973,32,LSPIN,mlp,0.028,0.4,320127
infiltratingductalcarcinoma,220,0.5970540098199673,32,LSPIN,mlp,0.028,0.4,320128
infiltratinglobularcarcinoma,60,0.4074074074074074,32,LSPIN,mlp,0.028,0.4,320128
other,23,0.7837837837837838,32,LSPIN,mlp,0.028,0.4,320128
infiltratingductalcarcinoma,220,0.5751227495908346,32,LSPIN,mlp,0.028,0.4,320129
infiltratinglobularcarcinoma,60,0.4126984126984127,32,LSPIN,mlp,0.028,0.4,320129
other,23,0.7837837837837838,32,LSPIN,mlp,0.028,0.4,320129
infiltratingductalcarcinoma,220,0.6346972176759411,32,LSPIN,mlp,0.028,0.4,320130
infiltratinglobularcarcinoma,60,0.5343915343915344,32,LSPIN,mlp,0.028,0.4,320130
other,23,0.6216216216216216,32,LSPIN,mlp,0.028,0.4,320130
infiltratingductalcarcinoma,220,0.6016366612111292,36,LSPIN,mlp,0.00875,0.0,360123
infiltratinglobularcarcinoma,60,0.6084656084656085,36,LSPIN,mlp,0.00875,0.0,360123
other,23,0.5405405405405406,36,LSPIN,mlp,0.00875,0.0,360123
infiltratingductalcarcinoma,220,0.5741407528641571,36,LSPIN,mlp,0.00875,0.0,360124
infiltratinglobularcarcinoma,60,0.5661375661375662,36,LSPIN,mlp,0.00875,0.0,360124
other,23,0.5675675675675675,36,LSPIN,mlp,0.00875,0.0,360124
infiltratingductalcarcinoma,220,0.6032733224222586,36,LSPIN,mlp,0.00875,0.0,360125
infiltratinglobularcarcinoma,60,0.5978835978835979,36,LSPIN,mlp,0.00875,0.0,360125
other,23,0.4594594594594595,36,LSPIN,mlp,0.00875,0.0,360125
infiltratingductalcarcinoma,220,0.4595744680851064,36,LSPIN,mlp,0.00875,0.0,360126
infiltratinglobularcarcinoma,60,0.5132275132275133,36,LSPIN,mlp,0.00875,0.0,360126
other,23,0.5675675675675675,36,LSPIN,mlp,0.00875,0.0,360126
infiltratingductalcarcinoma,220,0.6690671031096563,36,LSPIN,mlp,0.00875,0.0,360127
infiltratinglobularcarcinoma,60,0.671957671957672,36,LSPIN,mlp,0.00875,0.0,360127
other,23,0.5405405405405406,36,LSPIN,mlp,0.00875,0.0,360127
infiltratingductalcarcinoma,220,0.6045826513911621,36,LSPIN,mlp,0.00875,0.0,360128
infiltratinglobularcarcinoma,60,0.4603174603174603,36,LSPIN,mlp,0.00875,0.0,360128
other,23,0.5945945945945946,36,LSPIN,mlp,0.00875,0.0,360128
infiltratingductalcarcinoma,220,0.6166939443535189,36,LSPIN,mlp,0.00875,0.0,360129
infiltratinglobularcarcinoma,60,0.6455026455026455,36,LSPIN,mlp,0.00875,0.0,360129
other,23,0.4324324324324324,36,LSPIN,mlp,0.00875,0.0,360129
infiltratingductalcarcinoma,220,0.6297872340425532,36,LSPIN,mlp,0.00875,0.0,360130
infiltratinglobularcarcinoma,60,0.6137566137566137,36,LSPIN,mlp,0.00875,0.0,360130
other,23,0.4324324324324324,36,LSPIN,mlp,0.00875,0.0,360130
infiltratingductalcarcinoma,220,0.611456628477905,40,LSPIN,mlp,0.028,0.0,400123
infiltratinglobularcarcinoma,60,0.3756613756613756,40,LSPIN,mlp,0.028,0.0,400123
other,23,0.2972972972972973,40,LSPIN,mlp,0.028,0.0,400123
infiltratingductalcarcinoma,220,0.6045826513911621,40,LSPIN,mlp,0.028,0.0,400124
infiltratinglobularcarcinoma,60,0.3756613756613756,40,LSPIN,mlp,0.028,0.0,400124
other,23,0.4864864864864865,40,LSPIN,mlp,0.028,0.0,400124
infiltratingductalcarcinoma,220,0.6327332242225859,40,LSPIN,mlp,0.028,0.0,400125
infiltratinglobularcarcinoma,60,0.5396825396825397,40,LSPIN,mlp,0.028,0.0,400125
other,23,0.3513513513513513,40,LSPIN,mlp,0.028,0.0,400125
infiltratingductalcarcinoma,220,0.6297872340425532,40,LSPIN,mlp,0.028,0.0,400126
infiltratinglobularcarcinoma,60,0.7248677248677249,40,LSPIN,mlp,0.028,0.0,400126
other,23,0.3783783783783784,40,LSPIN,mlp,0.028,0.0,400126
infiltratingductalcarcinoma,220,0.5374795417348609,40,LSPIN,mlp,0.028,0.0,400127
infiltratinglobularcarcinoma,60,0.4814814814814814,40,LSPIN,mlp,0.028,0.0,400127
other,23,0.3513513513513513,40,LSPIN,mlp,0.028,0.0,400127
infiltratingductalcarcinoma,220,0.6235679214402619,40,LSPIN,mlp,0.028,0.0,400128
infiltratinglobularcarcinoma,60,0.4708994708994709,40,LSPIN,mlp,0.028,0.0,400128
other,23,0.6216216216216216,40,LSPIN,mlp,0.028,0.0,400128
infiltratingductalcarcinoma,220,0.6477905073649755,40,LSPIN,mlp,0.028,0.0,400129
infiltratinglobularcarcinoma,60,0.4867724867724867,40,LSPIN,mlp,0.028,0.0,400129
other,23,0.5945945945945946,40,LSPIN,mlp,0.028,0.0,400129
infiltratingductalcarcinoma,220,0.4844517184942717,40,LSPIN,mlp,0.028,0.0,400130
infiltratinglobularcarcinoma,60,0.7354497354497355,40,LSPIN,mlp,0.028,0.0,400130
other,23,0.6486486486486487,40,LSPIN,mlp,0.028,0.0,400130
infiltratingductalcarcinoma,220,0.6219312602291326,44,LSPIN,mlp,0.00875,0.1,440123
infiltratinglobularcarcinoma,60,0.3809523809523809,44,LSPIN,mlp,0.00875,0.1,440123
other,23,0.4594594594594595,44,LSPIN,mlp,0.00875,0.1,440123
infiltratingductalcarcinoma,220,0.6579378068739771,44,LSPIN,mlp,0.00875,0.1,440124
infiltratinglobularcarcinoma,60,0.5714285714285714,44,LSPIN,mlp,0.00875,0.1,440124
other,23,0.4864864864864865,44,LSPIN,mlp,0.00875,0.1,440124
infiltratingductalcarcinoma,220,0.6409165302782324,44,LSPIN,mlp,0.00875,0.1,440125
infiltratinglobularcarcinoma,60,0.6190476190476191,44,LSPIN,mlp,0.00875,0.1,440125
other,23,0.5945945945945946,44,LSPIN,mlp,0.00875,0.1,440125
infiltratingductalcarcinoma,220,0.63240589198036,44,LSPIN,mlp,0.00875,0.1,440126
infiltratinglobularcarcinoma,60,0.6137566137566137,44,LSPIN,mlp,0.00875,0.1,440126
other,23,0.5135135135135135,44,LSPIN,mlp,0.00875,0.1,440126
infiltratingductalcarcinoma,220,0.6094926350245499,44,LSPIN,mlp,0.00875,0.1,440127
infiltratinglobularcarcinoma,60,0.5767195767195767,44,LSPIN,mlp,0.00875,0.1,440127
other,23,0.3783783783783784,44,LSPIN,mlp,0.00875,0.1,440127
infiltratingductalcarcinoma,220,0.6209492635024549,44,LSPIN,mlp,0.00875,0.1,440128
infiltratinglobularcarcinoma,60,0.6084656084656085,44,LSPIN,mlp,0.00875,0.1,440128
other,23,0.4594594594594595,44,LSPIN,mlp,0.00875,0.1,440128
infiltratingductalcarcinoma,220,0.6484451718494272,44,LSPIN,mlp,0.00875,0.1,440129
infiltratinglobularcarcinoma,60,0.6878306878306878,44,LSPIN,mlp,0.00875,0.1,440129
other,23,0.6216216216216216,44,LSPIN,mlp,0.00875,0.1,440129
infiltratingductalcarcinoma,220,0.64189852700491,44,LSPIN,mlp,0.00875,0.1,440130
infiltratinglobularcarcinoma,60,0.3809523809523809,44,LSPIN,mlp,0.00875,0.1,440130
other,23,0.2972972972972973,44,LSPIN,mlp,0.00875,0.1,440130
infiltratingductalcarcinoma,220,0.6225859247135843,48,LSPIN,mlp,0.028,0.1,480123
infiltratinglobularcarcinoma,60,0.5873015873015873,48,LSPIN,mlp,0.028,0.1,480123
other,23,0.6756756756756757,48,LSPIN,mlp,0.028,0.1,480123
infiltratingductalcarcinoma,220,0.6402618657937806,48,LSPIN,mlp,0.028,0.1,480124
infiltratinglobularcarcinoma,60,0.582010582010582,48,LSPIN,mlp,0.028,0.1,480124
other,23,0.5135135135135135,48,LSPIN,mlp,0.028,0.1,480124
infiltratingductalcarcinoma,220,0.6310965630114567,48,LSPIN,mlp,0.028,0.1,480125
infiltratinglobularcarcinoma,60,0.6243386243386243,48,LSPIN,mlp,0.028,0.1,480125
other,23,0.6756756756756757,48,LSPIN,mlp,0.028,0.1,480125
infiltratingductalcarcinoma,220,0.6036006546644844,48,LSPIN,mlp,0.028,0.1,480126
infiltratinglobularcarcinoma,60,0.6825396825396826,48,LSPIN,mlp,0.028,0.1,480126
other,23,0.5135135135135135,48,LSPIN,mlp,0.028,0.1,480126
infiltratingductalcarcinoma,220,0.6193126022913257,48,LSPIN,mlp,0.028,0.1,480127
infiltratinglobularcarcinoma,60,0.5343915343915344,48,LSPIN,mlp,0.028,0.1,480127
other,23,0.6486486486486487,48,LSPIN,mlp,0.028,0.1,480127
infiltratingductalcarcinoma,220,0.5509001636661212,48,LSPIN,mlp,0.028,0.1,480128
infiltratinglobularcarcinoma,60,0.5555555555555556,48,LSPIN,mlp,0.028,0.1,480128
other,23,0.5405405405405406,48,LSPIN,mlp,0.028,0.1,480128
infiltratingductalcarcinoma,220,0.5332242225859247,48,LSPIN,mlp,0.028,0.1,480129
infiltratinglobularcarcinoma,60,0.6084656084656085,48,LSPIN,mlp,0.028,0.1,480129
other,23,0.4864864864864865,48,LSPIN,mlp,0.028,0.1,480129
infiltratingductalcarcinoma,220,0.5623567921440262,48,LSPIN,mlp,0.028,0.1,480130
infiltratinglobularcarcinoma,60,0.3227513227513227,48,LSPIN,mlp,0.028,0.1,480130
other,23,0.5405405405405406,48,LSPIN,mlp,0.028,0.1,480130
infiltratingductalcarcinoma,220,0.616366612111293,52,LSPIN,mlp,0.00875,0.2,520123
infiltratinglobularcarcinoma,60,0.783068783068783,52,LSPIN,mlp,0.00875,0.2,520123
other,23,0.5135135135135135,52,LSPIN,mlp,0.00875,0.2,520123
infiltratingductalcarcinoma,220,0.6461538461538462,52,LSPIN,mlp,0.00875,0.2,520124
infiltratinglobularcarcinoma,60,0.5185185185185185,52,LSPIN,mlp,0.00875,0.2,520124
other,23,0.4864864864864865,52,LSPIN,mlp,0.00875,0.2,520124
infiltratingductalcarcinoma,220,0.6805237315875614,52,LSPIN,mlp,0.00875,0.2,520125
infiltratinglobularcarcinoma,60,0.5661375661375662,52,LSPIN,mlp,0.00875,0.2,520125
other,23,0.4864864864864865,52,LSPIN,mlp,0.00875,0.2,520125
infiltratingductalcarcinoma,220,0.618657937806874,52,LSPIN,mlp,0.00875,0.2,520126
infiltratinglobularcarcinoma,60,0.4708994708994709,52,LSPIN,mlp,0.00875,0.2,520126
other,23,0.4594594594594595,52,LSPIN,mlp,0.00875,0.2,520126
infiltratingductalcarcinoma,220,0.6209492635024549,52,LSPIN,mlp,0.00875,0.2,520127
infiltratinglobularcarcinoma,60,0.5026455026455027,52,LSPIN,mlp,0.00875,0.2,520127
other,23,0.5135135135135135,52,LSPIN,mlp,0.00875,0.2,520127
infiltratingductalcarcinoma,220,0.5705400981996727,52,LSPIN,mlp,0.00875,0.2,520128
infiltratinglobularcarcinoma,60,0.4761904761904761,52,LSPIN,mlp,0.00875,0.2,520128
other,23,0.6216216216216216,52,LSPIN,mlp,0.00875,0.2,520128
infiltratingductalcarcinoma,220,0.6346972176759411,52,LSPIN,mlp,0.00875,0.2,520129
infiltratinglobularcarcinoma,60,0.7566137566137566,52,LSPIN,mlp,0.00875,0.2,520129
other,23,0.6486486486486487,52,LSPIN,mlp,0.00875,0.2,520129
infiltratingductalcarcinoma,220,0.5842880523731587,52,LSPIN,mlp,0.00875,0.2,520130
infiltratinglobularcarcinoma,60,0.5026455026455027,52,LSPIN,mlp,0.00875,0.2,520130
other,23,0.6216216216216216,52,LSPIN,mlp,0.00875,0.2,520130
infiltratingductalcarcinoma,220,0.6661211129296236,56,LSPIN,mlp,0.028,0.2,560123
infiltratinglobularcarcinoma,60,0.6031746031746031,56,LSPIN,mlp,0.028,0.2,560123
