model_family,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
LSPIN,lspin_tf,0.2,0.0006,0.1,0,1,0.9068800243815114,3.698838489637806,0.588317107093185,4.354660916878552,0.7732919254658385
LSPIN,lspin_tf,0.2,0.0006,0.1,0,2,0.8802660054819493,3.3315779303829887,0.5006570302233903,4.17977493628102,0.7198795180722891
LSPIN,lspin_tf,0.2,0.0006,0.1,1,2,0.9008372901823234,3.4714867148610145,0.5328859060402684,4.275962225609662,0.7488514548238897
LSPIN,lspin_tf,0.2,0.0005,0.1,0,1,0.8833052970348322,3.322833631353112,0.4986876640419947,4.039866151802994,0.6794117647058824
LSPIN,lspin_tf,0.2,0.0005,0.1,0,2,0.8649911337332562,3.314089332323235,0.4967234600262123,3.908701666354845,0.6431654676258993
LSPIN,lspin_tf,0.2,0.0005,0.1,1,2,0.856213639711597,3.09548185657632,0.449238578680203,4.013633254713364,0.6720351390922401
LSPIN,lspin_tf,0.17,0.0012,0.1,0,1,0.8640335397240805,3.191669145904963,0.4697554697554698,3.969911759563981,0.6598837209302325
LSPIN,lspin_tf,0.17,0.0012,0.1,0,2,0.8675852669777816,3.2179020429945924,0.4754521963824289,3.9436788624743513,0.6526772793053546
LSPIN,lspin_tf,0.17,0.0012,0.1,1,2,0.8902882216313575,3.436509518741508,0.5246995994659546,4.1010762450121305,0.6968796433878157
LSPIN,lspin_tf,0.17,0.0009,0.1,0,1,0.8903382678830432,3.672605592548176,0.5817174515235457,4.144797740161513,0.7095808383233533
LSPIN,lspin_tf,0.17,0.0009,0.1,0,2,0.8620496759545779,3.375299425532372,0.5105820105820106,3.6201397983689168,0.5686813186813187
LSPIN,lspin_tf,0.17,0.0009,0.1,1,2,0.9137777442042512,3.567674004189657,0.555858310626703,3.672605592548176,0.5817174515235457
LSPIN,lspin_tf,0.17,0.0007,0.1,0,1,0.9201523261733436,3.1304590526958265,0.4566326530612244,4.258473627549909,0.7435114503816794
LSPIN,lspin_tf,0.17,0.0007,0.1,0,2,0.9018218690961682,3.2791121362037288,0.4889178617992177,4.1360534411316365,0.7070254110612855
LSPIN,lspin_tf,0.17,0.0007,0.1,1,2,0.8896490772418207,2.7981756895605154,0.389294403892944,4.0748433479225,0.6893491124260355
LSPIN,lspin_tf,0.17,0.0006,0.1,0,1,0.8718024261435176,3.5851626022494103,0.5601092896174863,3.9874003576237342,0.6647230320699709
LSPIN,lspin_tf,0.17,0.0006,0.1,0,2,0.8555338199362976,3.1479476507555795,0.4603580562659846,4.083587646952377,0.6918518518518518
LSPIN,lspin_tf,0.17,0.0006,0.1,1,2,0.8654676119036132,3.4452538177713845,0.5267379679144385,4.022377553743241,0.6744868035190615
LSPIN,lspin_tf,0.17,0.0005,0.1,0,1,0.8741892477723728,3.864980171205462,0.6314285714285715,3.768792881876819,0.6061884669479606
LSPIN,lspin_tf,0.17,0.0005,0.1,0,2,0.870030776744386,3.2878564352336053,0.4908616187989556,4.031121852773118,0.6769456681350955
LSPIN,lspin_tf,0.17,0.0005,0.1,1,2,0.8728105555585746,3.4190209206817546,0.5206391478029294,4.039866151802994,0.6794117647058824
L-LSPIN,lspin_tf,0.2,0.0025,0.1,0,1,0.6763129350446523,2.544591017694094,0.3419506462984724,3.0867375575464435,0.4474017743979721
L-LSPIN,lspin_tf,0.2,0.0025,0.1,0,2,0.7166778554834312,2.6495226060526127,0.3611442193087008,3.4889753129207675,0.5370121130551817
L-LSPIN,lspin_tf,0.2,0.0025,0.1,1,2,0.6229783988368053,2.430915130305697,0.3217592592592592,2.9555730720982942,0.4203980099502487
L-LSPIN,lspin_tf,0.2,0.0018,0.1,0,1,0.5867934305153963,2.2472848506782888,0.2903954802259887,2.771942792470885,0.3842424242424242
L-LSPIN,lspin_tf,0.2,0.0018,0.1,0,2,0.602747483937067,2.492125223514834,0.3325554259043173,2.675755503142242,0.3660287081339713
L-LSPIN,lspin_tf,0.2,0.0018,0.1,1,2,0.6267792779517078,2.570823914783724,0.3466981132075472,2.7894313905306385,0.3876063183475091
L-LSPIN,lspin_tf,0.2,0.0014,0.1,0,1,0.5328988598329719,2.282262046797795,0.2962542565266742,2.308494943887425,0.3006833712984054
L-LSPIN,lspin_tf,0.2,0.0014,0.1,0,2,0.6337018015195515,2.3172392429173017,0.3021664766248574,2.876874380829405,0.4046740467404674
