model_family,gate_type,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
LSPIN,lspin_tf,0.01,0.0,6,7,0.4530589077747592,1.6455026455026456,0.2,2.3507180650037793,0.3125
LSPIN,lspin_tf,0.01,0.0,6,8,0.5438330136752908,2.1940035273368608,0.2857142857142857,2.3507180650037793,0.3125
LSPIN,lspin_tf,0.01,0.0,6,9,0.5502811204496051,2.037288989669942,0.26,2.6641471403376165,0.3695652173913043
LSPIN,lspin_tf,0.01,0.0,7,8,0.377116775080238,2.037288989669942,0.26,1.8022171831695641,0.22330097087378642
LSPIN,lspin_tf,0.01,0.0,7,9,0.45104361505071516,1.958931720836483,0.24752475247524752,2.3507180650037793,0.3125
LSPIN,lspin_tf,0.01,0.0,8,9,0.49910251194138666,2.1156462585034013,0.2727272727272727,2.742504409171076,0.38461538461538464
LSPIN,lspin_tf,0.008,0.0,0,1,0.3648796521644395,1.958931720836483,0.24752475247524752,1.8022171831695641,0.22330097087378642
LSPIN,lspin_tf,0.008,0.0,0,2,0.4343856723033173,1.958931720836483,0.24752475247524752,2.1156462585034013,0.2727272727272727
LSPIN,lspin_tf,0.008,0.0,0,3,0.40319507053077513,1.8805744520030236,0.23529411764705882,1.8805744520030236,0.23529411764705882
LSPIN,lspin_tf,0.008,0.0,0,4,0.5223202158421271,1.958931720836483,0.24752475247524752,2.5857898715041574,0.3548387096774194
LSPIN,lspin_tf,0.008,0.0,0,5,0.4512384054910447,1.958931720836483,0.24752475247524752,2.037288989669942,0.26
LSPIN,lspin_tf,0.008,0.0,0,6,0.392203050142135,1.958931720836483,0.24752475247524752,2.1156462585034013,0.2727272727272727
LSPIN,lspin_tf,0.008,0.0,0,7,0.49623239233061794,2.037288989669942,0.26,2.507432602670698,0.3404255319148936
LSPIN,lspin_tf,0.008,0.0,0,8,0.4358791152162377,1.8022171831695641,0.22330097087378642,2.2723607961703203,0.29896907216494845
LSPIN,lspin_tf,0.008,0.0,0,9,0.43788023201913867,1.6455026455026456,0.2,2.429075333837239,0.3263157894736842
LSPIN,lspin_tf,0.008,0.0,1,2,0.47418042693449974,2.3507180650037793,0.3125,2.1940035273368608,0.2857142857142857
LSPIN,lspin_tf,0.008,0.0,1,3,0.40749652122645713,1.488788107835727,0.17757009345794392,2.1156462585034013,0.2727272727272727
LSPIN,lspin_tf,0.008,0.0,1,4,0.45963467753803494,2.037288989669942,0.26,1.958931720836483,0.24752475247524752
LSPIN,lspin_tf,0.008,0.0,1,5,0.3958789934019385,1.6455026455026456,0.2,1.5671453766691863,0.18867924528301888
LSPIN,lspin_tf,0.008,0.0,1,6,0.39620220995278804,1.5671453766691863,0.18867924528301888,1.958931720836483,0.24752475247524752
LSPIN,lspin_tf,0.008,0.0,1,7,0.3319373557001071,1.958931720836483,0.24752475247524752,1.488788107835727,0.17757009345794392
LSPIN,lspin_tf,0.008,0.0,1,8,0.3907325598003678,2.2723607961703203,0.29896907216494845,1.8805744520030236,0.23529411764705882
LSPIN,lspin_tf,0.008,0.0,1,9,0.40436744097727517,1.488788107835727,0.17757009345794392,2.1156462585034013,0.2727272727272727
LSPIN,lspin_tf,0.008,0.0,2,3,0.544614487697854,2.1940035273368608,0.2857142857142857,2.5857898715041574,0.3548387096774194
LSPIN,lspin_tf,0.008,0.0,2,4,0.46155865895808174,2.037288989669942,0.26,2.429075333837239,0.3263157894736842
LSPIN,lspin_tf,0.008,0.0,2,5,0.4683826920779258,2.037288989669942,0.26,2.3507180650037793,0.3125
