model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
LSPIN,lspin_tf,mlp,0.0035,0.1,0,3,0.9560581077809704,4.501849112426036,0.8245614035087719,4.214497041420118,0.7333333333333333
LSPIN,lspin_tf,mlp,0.0035,0.1,0,4,0.9316543534986034,4.597633136094674,0.8571428571428571,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,mlp,0.0035,0.1,0,5,0.936359975199976,4.118713017751479,0.7049180327868853,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0035,0.1,0,6,0.9191485161060718,4.118713017751479,0.7049180327868853,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0035,0.1,0,7,0.9496601427133772,4.406065088757396,0.7931034482758621,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0035,0.1,1,2,0.9122346270383106,4.118713017751479,0.7049180327868853,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.0035,0.1,1,3,0.9111642929148788,4.02292899408284,0.6774193548387096,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0035,0.1,1,4,0.9308171223478876,4.118713017751479,0.7049180327868853,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0035,0.1,1,5,0.951026933728376,4.214497041420118,0.7333333333333333,3.927144970414201,0.6507936507936508
LSPIN,lspin_tf,mlp,0.0035,0.1,1,6,0.9563342556000768,3.927144970414201,0.6507936507936508,4.214497041420118,0.7333333333333333
LSPIN,lspin_tf,mlp,0.0035,0.1,1,7,0.9191207717151136,4.02292899408284,0.6774193548387096,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0035,0.1,2,3,0.9588918671304624,4.597633136094674,0.8571428571428571,4.214497041420118,0.7333333333333333
LSPIN,lspin_tf,mlp,0.0035,0.1,2,4,0.9210619762622372,4.406065088757396,0.7931034482758621,3.0650887573964494,0.4444444444444444
LSPIN,lspin_tf,mlp,0.0035,0.1,2,5,0.9323107202334336,4.02292899408284,0.6774193548387096,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0035,0.1,2,6,0.9123573621017858,3.735576923076923,0.6,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0035,0.1,2,7,0.9401725535052664,4.118713017751479,0.7049180327868853,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0035,0.1,3,4,0.90987704231076,4.597633136094674,0.8571428571428571,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.0035,0.1,3,5,0.9355805411948178,3.735576923076923,0.6,4.118713017751479,0.7049180327868853
LSPIN,lspin_tf,mlp,0.0035,0.1,3,6,0.9177482959395028,3.831360946745562,0.625,4.02292899408284,0.6774193548387096
