model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,cluster_ari,cluster_nmi
LSPIN,lspin_tf,mlp,0.00525,0.05,0,1,1.0,1.0
LSPIN,lspin_tf,mlp,0.00525,0.05,0,2,0.982254644827518,0.9586064664658552
LSPIN,lspin_tf,mlp,0.00525,0.05,0,3,1.0,1.0
LSPIN,lspin_tf,mlp,0.00525,0.05,0,4,0.9610444525327488,0.9291745814003542
LSPIN,lspin_tf,mlp,0.00525,0.05,1,2,0.982254644827518,0.9586064664658552
LSPIN,lspin_tf,mlp,0.00525,0.05,1,3,1.0,1.0
LSPIN,lspin_tf,mlp,0.00525,0.05,1,4,0.9610444525327488,0.9291745814003542
LSPIN,lspin_tf,mlp,0.00525,0.05,2,3,0.982254644827518,0.9586064664658552
LSPIN,lspin_tf,mlp,0.00525,0.05,2,4,0.9785343048969498,0.9628376081202634
LSPIN,lspin_tf,mlp,0.00525,0.05,3,4,0.9610444525327488,0.9291745814003542
LSPIN,lspin_tf,mlp,0.007,0.05,0,1,1.0,1.0
LSPIN,lspin_tf,mlp,0.007,0.05,0,2,0.9689445564905792,0.9317261829977156
LSPIN,lspin_tf,mlp,0.007,0.05,0,3,0.982254644827518,0.9586064664658552
LSPIN,lspin_tf,mlp,0.007,0.05,0,4,0.9755350490663736,0.944109196333274
LSPIN,lspin_tf,mlp,0.007,0.05,1,2,0.9689445564905792,0.9317261829977156
LSPIN,lspin_tf,mlp,0.007,0.05,1,3,0.982254644827518,0.9586064664658552
LSPIN,lspin_tf,mlp,0.007,0.05,1,4,0.9755350490663736,0.944109196333274
LSPIN,lspin_tf,mlp,0.007,0.05,2,3,0.986446639734958,0.9653210382299344
LSPIN,lspin_tf,mlp,0.007,0.05,2,4,0.9931651193605804,0.9797984390748832
LSPIN,lspin_tf,mlp,0.007,0.05,3,4,0.9931591688208916,0.9798378180121748
LSPIN,lspin_tf,mlp,0.00875,0.05,0,1,0.98914622396049,0.9785449494981008
LSPIN,lspin_tf,mlp,0.00875,0.05,0,2,0.9783945995820656,0.9628504246567072
LSPIN,lspin_tf,mlp,0.00875,0.05,0,3,0.9572010024741534,0.9372379980504372
LSPIN,lspin_tf,mlp,0.00875,0.05,0,4,1.0,1.0
LSPIN,lspin_tf,mlp,0.00875,0.05,1,2,0.989125056765531,0.9786286105903444
LSPIN,lspin_tf,mlp,0.00875,0.05,1,3,0.9676809045570076,0.9495003853459963
LSPIN,lspin_tf,mlp,0.00875,0.05,1,4,0.98914622396049,0.9785449494981008
LSPIN,lspin_tf,mlp,0.00875,0.05,2,3,0.978307462861248,0.9631077506509148
LSPIN,lspin_tf,mlp,0.00875,0.05,2,4,0.9783945995820656,0.9628504246567072
LSPIN,lspin_tf,mlp,0.00875,0.05,3,4,0.9572010024741534,0.9372379980504372
LSPIN,lspin_tf,mlp,0.0105,0.05,0,1,0.986583403977258,0.9652878613398468
LSPIN,lspin_tf,mlp,0.0105,0.05,0,2,0.8122580244128995,0.7914055217896941
LSPIN,lspin_tf,mlp,0.0105,0.05,0,3,0.9736989894435027,0.9328120729762424
LSPIN,lspin_tf,mlp,0.0105,0.05,0,4,0.9632261015045293,0.9206663062911696
LSPIN,lspin_tf,mlp,0.0105,0.05,1,2,0.8059638401071223,0.7877034018542077
LSPIN,lspin_tf,mlp,0.0105,0.05,1,3,0.9736787442854806,0.9418990050587096
LSPIN,lspin_tf,mlp,0.0105,0.05,1,4,0.9507678379508644,0.9018672209902692
LSPIN,lspin_tf,mlp,0.0105,0.05,2,3,0.8122999469145118,0.790463861047185
LSPIN,lspin_tf,mlp,0.0105,0.05,2,4,0.8257657743254266,0.7878145088286616
LSPIN,lspin_tf,mlp,0.0105,0.05,3,4,0.976153343675378,0.9437797845921418
LSPIN,lspin_tf,mlp,0.014,0.05,0,1,0.8113193131554178,0.8018743934083472
LSPIN,lspin_tf,mlp,0.014,0.05,0,2,0.9615027582666196,0.9360814718966222
LSPIN,lspin_tf,mlp,0.014,0.05,0,3,0.8239679031740077,0.7968064143942215
LSPIN,lspin_tf,mlp,0.014,0.05,0,4,0.8325346221901538,0.8037162247559807
LSPIN,lspin_tf,mlp,0.014,0.05,1,2,0.8239625215551947,0.7792671404398289
LSPIN,lspin_tf,mlp,0.014,0.05,1,3,0.9756031176944224,0.9431611545880068
LSPIN,lspin_tf,mlp,0.014,0.05,1,4,0.9671027410333678,0.9316790471494648
LSPIN,lspin_tf,mlp,0.014,0.05,2,3,0.8375899157859756,0.789152289316267
LSPIN,lspin_tf,mlp,0.014,0.05,2,4,0.8465265721537631,0.8010631774336875
LSPIN,lspin_tf,mlp,0.014,0.05,3,4,0.9911336705314222,0.9783362352410808
LSPIN,lspin_tf,mlp,0.021,0.05,0,1,0.972776562481582,0.940206831247049
LSPIN,lspin_tf,mlp,0.021,0.05,0,2,0.8363369591484852,0.8040022187140516
LSPIN,lspin_tf,mlp,0.021,0.05,0,3,0.9397278003136202,0.88481777626484
LSPIN,lspin_tf,mlp,0.021,0.05,0,4,0.9587268355714028,0.9216581292536588
LSPIN,lspin_tf,mlp,0.021,0.05,1,2,0.832196123249265,0.7955705021977019
LSPIN,lspin_tf,mlp,0.021,0.05,1,3,0.9372069808368074,0.8771807138003938
LSPIN,lspin_tf,mlp,0.021,0.05,1,4,0.9858205707708072,0.9756142098735586
LSPIN,lspin_tf,mlp,0.021,0.05,2,3,0.8219786946648201,0.7910994192396529
LSPIN,lspin_tf,mlp,0.021,0.05,2,4,0.8356614992005988,0.7954545425819801
LSPIN,lspin_tf,mlp,0.021,0.05,3,4,0.9415513369922296,0.8904201899034578
LSPIN,lspin_tf,mlp,0.028,0.05,0,1,0.8102418095359425,0.7802993144696992
LSPIN,lspin_tf,mlp,0.028,0.05,0,2,0.7901746498140311,0.7583371505069764
LSPIN,lspin_tf,mlp,0.028,0.05,0,3,0.8037146524099077,0.76115150827161
LSPIN,lspin_tf,mlp,0.028,0.05,0,4,0.7465635987483865,0.7358048786682114
LSPIN,lspin_tf,mlp,0.028,0.05,1,2,0.9688213603776624,0.9294079071611222
LSPIN,lspin_tf,mlp,0.028,0.05,1,3,0.9931073907313388,0.978914296090247
LSPIN,lspin_tf,mlp,0.028,0.05,1,4,0.9147108350418895,0.8658651230682375
LSPIN,lspin_tf,mlp,0.028,0.05,2,3,0.9756031176944224,0.9431611545880068
LSPIN,lspin_tf,mlp,0.028,0.05,2,4,0.9437458609050852,0.8978926777226459
LSPIN,lspin_tf,mlp,0.028,0.05,3,4,0.9212866433875084,0.8747416010399907
LSPIN,lspin_tf,mlp,0.0035,0.1,0,1,0.9784908687798864,0.957385985693519
LSPIN,lspin_tf,mlp,0.0035,0.1,0,2,0.989173658564539,0.9786943849641498
LSPIN,lspin_tf,mlp,0.0035,0.1,0,3,0.9714576274480023,0.9430338959480148
LSPIN,lspin_tf,mlp,0.0035,0.1,0,4,0.989173658564539,0.97869438496415
LSPIN,lspin_tf,mlp,0.0035,0.1,1,2,0.989173658564539,0.9786943849641498
LSPIN,lspin_tf,mlp,0.0035,0.1,1,3,0.9714576274480023,0.9430338959480148
LSPIN,lspin_tf,mlp,0.0035,0.1,1,4,0.989173658564539,0.97869438496415
