model_family,gate_type,predictor,gate_sigma,temperature,lambda_sparse,lambda_sample_smooth,seed,run_id,test_cindex,best_val_cindex,best_epoch,mean_Khard,manifold_alignment,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count
LSPIN,lspin_tf,mlp,0.1,0.5,0.014,0.0,60127,4,0.5754299754299754,0.819078947368421,13,165.0417938232422,0.9417557631442957,3100.0,397.0,474.7412344684378
LSPIN,lspin_tf,mlp,0.1,0.5,0.021,0.0,70123,0,0.6265356265356266,0.875,15,119.3376235961914,0.925199004121973,2536.0,289.0,344.2404807961903
LSPIN,lspin_tf,mlp,0.1,0.5,0.021,0.0,70124,1,0.5248157248157248,0.8388157894736842,12,137.1221923828125,0.9316294704996676,2912.0,322.0,404.9849142915608
LSPIN,lspin_tf,mlp,0.1,0.5,0.021,0.0,70125,2,0.6453726453726454,0.875,10,143.76849365234375,0.9488436102459834,3147.0,444.0,538.4163041597668
LSPIN,lspin_tf,mlp,0.1,0.5,0.021,0.0,70126,3,0.5805077805077805,0.8865131578947368,10,124.99356842041016,0.9289819873074971,2532.0,347.0,420.2985071813122
LSPIN,lspin_tf,mlp,0.1,0.5,0.021,0.0,70127,4,0.5364455364455365,0.850328947368421,9,144.10610961914062,0.9476794023770124,2550.0,368.0,435.3446335747266
LSPIN,lspin_tf,mlp,0.1,0.5,0.028,0.0,80123,0,0.6086814086814086,0.8174342105263158,29,91.54984283447266,0.9154529187728164,1963.0,243.0,291.57411832739746
LSPIN,lspin_tf,mlp,0.1,0.5,0.028,0.0,80124,1,0.5718263718263719,0.8536184210526315,13,89.81671905517578,0.8811711930918985,2060.0,195.0,259.09466202962244
LSPIN,lspin_tf,mlp,0.1,0.5,0.028,0.0,80125,2,0.4956592956592957,0.8174342105263158,17,103.99356842041016,0.9040486816028152,2473.0,209.0,295.0169050822979
LSPIN,lspin_tf,mlp,0.1,0.5,0.028,0.0,80126,3,0.5700245700245701,0.8141447368421053,10,128.81350708007812,0.9300275703039296,2213.0,313.0,344.41706378820555
