model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,cluster_ari,cluster_nmi
LSPIN,lspin_tf,mlp,0.021,0.0,3,4,0.302735803538042,0.3834896813030885
LSPIN,lspin_tf,mlp,0.028,0.0,0,1,0.5748230058428,0.5435460015416226
LSPIN,lspin_tf,mlp,0.028,0.0,0,2,0.593699056632379,0.5692584947868293
LSPIN,lspin_tf,mlp,0.028,0.0,0,3,0.4958499464464579,0.4994731894418428
LSPIN,lspin_tf,mlp,0.028,0.0,0,4,0.5382005217572414,0.5014021733533615
LSPIN,lspin_tf,mlp,0.028,0.0,1,2,0.5398790899276765,0.5430931896207467
LSPIN,lspin_tf,mlp,0.028,0.0,1,3,0.534878551195497,0.5369053741759092
LSPIN,lspin_tf,mlp,0.028,0.0,1,4,0.6116397585440824,0.5470029006130794
LSPIN,lspin_tf,mlp,0.028,0.0,2,3,0.5749299703196344,0.5241468718595045
LSPIN,lspin_tf,mlp,0.028,0.0,2,4,0.5889769490582016,0.5700242784994392
LSPIN,lspin_tf,mlp,0.028,0.0,3,4,0.4467319326489606,0.4460998682855654
LSPIN,lspin_tf,mlp,0.0035,0.1,0,1,0.4337446466708134,0.4716005695346808
LSPIN,lspin_tf,mlp,0.0035,0.1,0,2,0.4797768812840029,0.4982979214691703
LSPIN,lspin_tf,mlp,0.0035,0.1,0,3,0.6245824941496728,0.5912344354910555
LSPIN,lspin_tf,mlp,0.0035,0.1,0,4,0.7748065182744028,0.6614680422051709
LSPIN,lspin_tf,mlp,0.0035,0.1,1,2,0.6088943666298238,0.6107763786559407
LSPIN,lspin_tf,mlp,0.0035,0.1,1,3,0.4535263529875163,0.4851982597449823
LSPIN,lspin_tf,mlp,0.0035,0.1,1,4,0.4564449622475607,0.4896208445999573
LSPIN,lspin_tf,mlp,0.0035,0.1,2,3,0.4328922768269416,0.4602048602756405
LSPIN,lspin_tf,mlp,0.0035,0.1,2,4,0.4164251482160738,0.4035166815695924
